mesh_ui,canonical,synonym
D064347,"Microscopy, Electrochemical, Scanning","microscopy, electrochemical, scanning"
D064367,Olfactometry,olfactometry
D064688,Metabolic Flux Analysis,metabolic flux analysis
D064795,Intraoperative Neurophysiological Monitoring,intraoperative neurophysiological monitoring
D064847,Multimodal Imaging,hybrid imaging
D064847,Multimodal Imaging,multimodal imaging
D064926,Neurophysiological Monitoring,neurophysiological monitoring
D065006,Papanicolaou Test,papanicolaou test
D065508,Diving Reflex,diving reflex
D065508,Diving Reflex,mammalian diving reflex
D065818,Gamma Rhythm,gamma rhythm
D065927,Waist-Height Ratio,waist-height ratio
D066066,Response Evaluation Criteria in Solid Tumors,response evaluation criteria in solid tumors
D066235,Fluorine-19 Magnetic Resonance Imaging,fluorine-19 magnetic resonance imaging
D000066491,Clinical Decision-Making,clinical decision-making
D000067029,"Physical Appearance, Body","physical appearance, body"
D000067108,Direct-To-Consumer Screening and Testing,direct-to-consumer screening and testing
D000067248,"Failure to Rescue, Health Care","failure to rescue, health care"
D000067368,Transanal Endoscopic Surgery,transanal minimally invasive surgery
D000067368,Transanal Endoscopic Surgery,transanal endoscopic surgery
D000067369,Transanal Endoscopic Microsurgery,transanal endoscopic microsurgery
D000067399,Abnormal Involuntary Movement Scale,abnormal involuntary movement scale
D000068436,Surgical Clearance,surgical clearance
D000068936,Theranostic Nanomedicine,theranostic nanomedicine
D000068936,Theranostic Nanomedicine,photothermal theranostics
D000069237,Arthrocentesis,"arthrocentesis,temporomandibular joint"
D000069237,Arthrocentesis,arthrocentesis
D000069258,Thoracentesis,thoracentesis
D000069280,Electrocorticography,intraoperative electrocorticography
D000069280,Electrocorticography,electrocorticography
D000069280,Electrocorticography,extraoperative electrocorticography
D000069356,Tympanocentesis,tympanocentesis
D000069416,Intravital Microscopy,intravital imaging
D000069416,Intravital Microscopy,intravital microscopy
D000069916,Endoscopic Mucosal Resection,endoscopic full thickness resection
D000069916,Endoscopic Mucosal Resection,endoscopic mucosal resection
D000069916,Endoscopic Mucosal Resection,endoscopic submucosal dissection
D000069916,Endoscopic Mucosal Resection,submucosal tunneling endoscopic resection
D000070276,Heart Rate Determination,heart rate determination
D000070496,Kinanthropometry,kinanthropometry
D000070621,Cystography,cystogram
D000070621,Cystography,cystography
D000070857,Walk Test,endurance shuttle walk test
D000070857,Walk Test,incremental shuttle walk test
D000070857,Walk Test,6-minute walk test
D000070857,Walk Test,walk test
D000071060,Breast Density,mammographic breast density
D000071060,Breast Density,breast density
D000071061,Traditional Pulse Diagnosis,traditional pulse diagnosis
D000071085,Single-Balloon Enteroscopy,single-balloon enteroscopy
D000071087,Balloon Enteroscopy,balloon enteroscopy
D000071117,Laboratory Critical Values,laboratory critical values
D000071185,Pharmacogenomic Testing,pharmacogenomic testing
D000071185,Pharmacogenomic Testing,pharmacogenomic analysis
D000071941,Barium Enema,barium enema
D000071997,Blood Culture,blood culture
D000072078,Positron Emission Tomography Computed Tomography,positron emission tomography computed tomography
D000072098,Single Photon Emission Computed Tomography Computed Tomography,single photon emission computed tomography computed tomography
D000072226,Computed Tomography Angiography,computed tomography angiography
D000072230,Sustained Virologic Response,sustained virologic response
D000072277,Maximal Respiratory Pressures,maximal inspiratory pressure
D000072277,Maximal Respiratory Pressures,maximal expiratory pressure
D000072277,Maximal Respiratory Pressures,maximal respiratory pressures
D000072776,Slit Lamp Microscopy,slit lamp microscopy
D000072797,Walking Speed,walking speed
D000073623,Pre-Analytical Phase,pre-analytical phase
D000073758,Nonlinear Optical Microscopy,coherent anti-stokes raman microscopy
D000073758,Nonlinear Optical Microscopy,nonlinear optical microscopy
D000073758,Nonlinear Optical Microscopy,vibrational sum frequency generation microscopy
D000073758,Nonlinear Optical Microscopy,spontaneous raman microscopy
D000073758,Nonlinear Optical Microscopy,stimulated raman microscopy
D000073798,Second Harmonic Generation Microscopy,third harmonic generation microscopy
D000073798,Second Harmonic Generation Microscopy,second harmonic generation microscopy
D000073890,Liquid Biopsy,liquid biopsy
D000074389,"Therapeutic Index, Drug","therapeutic index, drug"
D000074743,Hemodynamic Monitoring,hemodynamic monitoring
D000076162,Therapeutic Index,therapeutic index
D000076665,Ventilation-Perfusion Scan,ventilation-perfusion scan
D000077107,Gait Analysis,gait analysis
D000077564,Focused Assessment with Sonography for Trauma,extended focused assessment with sonography for trauma
D000077564,Focused Assessment with Sonography for Trauma,focused abdominal sonography for trauma
D000077564,Focused Assessment with Sonography for Trauma,focused assessment with sonography for trauma
D000077982,Progression-Free Survival,progression-free survival
D000077982,Progression-Free Survival,event-free survival
D000080308,Cardio Ankle Vascular Index,cardio ankle vascular index
D000080909,Carotid-Femoral Pulse Wave Velocity,carotid-femoral pulse wave velocity
D000080925,Microwave Imaging,microwave imaging
D000080945,Lymph Node Ratio,lymph node ratio
D000081182,Noninvasive Prenatal Testing,prenatal cell-free dna screening
D000081182,Noninvasive Prenatal Testing,noninvasive prenatal testing
D000081205,Hair Analysis,hair mineral analysis
D000081205,Hair Analysis,hair analysis
D000081282,Perfusion Index,perfusion index
D000081364,Multiparametric Magnetic Resonance Imaging,multiparametric magnetic resonance imaging
D000081982,Laser Speckle Contrast Imaging,laser speckle contrast imaging
D000082642,Brain Cortical Thickness,brain cortical thickness
D000082922,HIV Testing,hiv testing
D000082922,HIV Testing,hiv infection diagnosis
D000082922,HIV Testing,aids testing
D000084542,Eye-Tracking Technology,gaze-tracking
D000084542,Eye-Tracking Technology,gaze-tracking technology
D000084542,Eye-Tracking Technology,eye-tracking technology
D000084542,Eye-Tracking Technology,eye movement data analysis
D000084542,Eye-Tracking Technology,eye-tracking
D000084542,Eye-Tracking Technology,eye-tracking system
D000084542,Eye-Tracking Technology,gaze-tracking system
D000086723,Clinical Reasoning,clinical reasoning
D000086742,COVID-19 Testing,covid-19 testing
D000087123,COVID-19 Nucleic Acid Testing,covid-19 nucleic acid testing
D000087123,COVID-19 Nucleic Acid Testing,covid-19 rt-pcr testing
D000087124,COVID-19 Serological Testing,sars-cov-2 antigen testing
D000087124,COVID-19 Serological Testing,covid-19 serological testing
D000087124,COVID-19 Serological Testing,covid-19 antibody testing
D000087124,COVID-19 Serological Testing,covid-19 serodiagnosis
D000087603,"Cell Culture Techniques, Three Dimensional",scaffold cell culture techniques
D000087603,"Cell Culture Techniques, Three Dimensional","cell culture techniques, three dimensional"
D000088522,Overdiagnosis,overdiagnosis
D000089142,Fractional Exhaled Nitric Oxide Testing,fractional exhaled nitric oxide testing
D000089142,Fractional Exhaled Nitric Oxide Testing,fractional exhaled nitric oxide
D000089942,Viral Pseudotyping,viropexis
D000089942,Viral Pseudotyping,pseudotyped viruses
D000089942,Viral Pseudotyping,viral pseudotyping
D000090104,Dacryocystography,dacryocystography
D000090402,Digit Ratios,finger length ratio
D000090402,Digit Ratios,digit ratios
D000092025,Rapid Diagnostic Tests,rapid diagnostic tests
D000092184,Nerve Conduction Studies,"f-wave recording, electroneurographic"
D000092184,Nerve Conduction Studies,nerve conduction velocity tests
D000092184,Nerve Conduction Studies,nerve conduction studies
D000092224,Dopaminergic Imaging,dopamine receptor imaging
D000092224,Dopaminergic Imaging,dopamine transporter imaging
D000092224,Dopaminergic Imaging,vesicular monoamine transporter type 2 imaging
D000092224,Dopaminergic Imaging,dopaminergic imaging
D000092262,"Ultrasonography, Carotid Arteries","ultrasonography, carotid arteries"
D000092522,Clinical Relevance,clinical relevance
D000092682,Motion Capture,optical motion capture
D000092682,Motion Capture,magnetic motion capture
D000092682,Motion Capture,biomechanical movement capture
D000092682,Motion Capture,motion capture
D000093182,Comprehensive Metabolic Panel,comprehensive metabolic panel
D000094182,Microphysiological Systems,microphysiological systems
D000094382,Local Field Potential Measurement,local field potential measurement
D000094443,Volume Electron Microscopy,serial block-face scanning electron microscopy
D000094443,Volume Electron Microscopy,focused ion beam scanning electron microscopy
D000094443,Volume Electron Microscopy,volume electron microscopy
D000094443,Volume Electron Microscopy,serial sectioning transmission electron microscopy
D000095025,Urinary Sediment Analysis,urinary sediment analysis
D000095384,Pathologic Complete Response,in full remission
D000095384,Pathologic Complete Response,pathologic complete response
D000095497,Magnetic Resonance Myelography,magnetic resonance myelography
D000095497,Magnetic Resonance Myelography,heavily t2-weighted magnetic resonance myelography
D000095583,Continuous Glucose Monitoring,continuous glucose monitoring device
D000095583,Continuous Glucose Monitoring,continuous glucose monitoring
D000097188,Radiomics,radiomics
D000097785,Forensic Imaging,forensic imaging
D000097785,Forensic Imaging,forensic radiology
D000097873,Postmortem Imaging,postmortem magnetic resonance imaging
D000097873,Postmortem Imaging,postmortem imaging
D000097873,Postmortem Imaging,postmortem radiological imaging
D000097873,Postmortem Imaging,postmortem computed tomography
D000097913,Quantitative Phase Imaging,digital holography
D000097913,Quantitative Phase Imaging,holographic microscopy
D000097913,Quantitative Phase Imaging,quantitative phase imaging
D000097913,Quantitative Phase Imaging,digital holographic microscopy
D000097913,Quantitative Phase Imaging,quantitative phase contrast microscopy
D000098302,Pooled Testing,pooled sample
D000098302,Pooled Testing,pooled testing
D000098302,Pooled Testing,data pooling
D000098543,Dynamic Contrast Enhanced Magnetic Resonance Imaging,dynamic contrast enhanced magnetic resonance imaging
D000098642,Perfusion Magnetic Resonance Imaging,arterial spin labeling perfusion weighted imaging
D000098642,Perfusion Magnetic Resonance Imaging,dynamic susceptibility contrast perfusion weighted imaging
D000098642,Perfusion Magnetic Resonance Imaging,perfusion magnetic resonance imaging
D000099055,Treatment Expectations,treatment expectations
D000099055,Treatment Expectations,post-treatment expectations
D000099055,Treatment Expectations,pre-treatment expectations
