mesh_ui,canonical,synonym
D013494,"Supranuclear Palsy, Progressive","ophthalmoplegia, progressive supranuclear"
D013529,Surgical Wound Dehiscence,surgical wound dehiscence
D013530,Surgical Wound Infection,surgical wound infection
D013568,"Pathological Conditions, Signs and Symptoms","pathological conditions, signs and symptoms"
D013575,Syncope,presyncope
D013575,Syncope,"syncope, stokes-adams"
D013575,Syncope,"syncope, effort"
D013575,Syncope,"syncope, micturition"
D013575,Syncope,syncope
D013575,Syncope,"syncope, postural"
D013575,Syncope,syncopal episode
D013575,Syncope,drop attack
D013575,Syncope,"syncope, situational"
D013575,Syncope,"syncope, cardiogenic"
D013575,Syncope,"syncope, tussive"
D013575,Syncope,"syncope, hyperventilation"
D013575,Syncope,syncopal vertigo
D013575,Syncope,"syncope, deglutitional"
D013575,Syncope,"syncope, carotid sinus"
D013575,Syncope,"syncope, convulsive"
D013577,Syndrome,syndrome
D013610,Tachycardia,tachyarrhythmia
D013610,Tachycardia,tachycardia
D013611,"Tachycardia, Atrioventricular Nodal Reentry","tachycardia, atrioventricular nodal reentry"
D013612,"Tachycardia, Ectopic Atrial","tachycardia, ectopic atrial"
D013613,"Tachycardia, Ectopic Junctional","tachycardia, ectopic junctional"
D013614,"Tachycardia, Paroxysmal","tachycardia, paroxysmal"
D013614,"Tachycardia, Paroxysmal",paroxysmal reciprocal tachycardia
D013615,"Tachycardia, Sinoatrial Nodal Reentry","tachycardia, sinoatrial nodal reentry"
D013616,"Tachycardia, Sinus","tachycardia, sinus"
D013617,"Tachycardia, Supraventricular","tachycardia, supraventricular"
D013651,Taste Disorders,"taste disorder, primary, salt"
D013651,Taste Disorders,"taste disorder, secondary"
D013651,Taste Disorders,"taste disorder, primary, bitter"
D013651,Taste Disorders,"taste disorder, secondary, bitter"
D013651,Taste Disorders,"taste disorder, anterior tongue"
D013651,Taste Disorders,taste dysfunction
D013651,Taste Disorders,"taste, metallic"
D013651,Taste Disorders,"taste disorder, secondary, salt"
D013651,Taste Disorders,"taste disorder, secondary, sweet"
D013651,Taste Disorders,"taste disorder, primary"
D013651,Taste Disorders,"taste disorder, primary, sweet"
D013651,Taste Disorders,"taste disorder, posterior tongue"
D013651,Taste Disorders,taste disorders
D013746,Tetany,tetanilla
D013746,Tetany,tetany
D013746,Tetany,"tetany, neonatal"
D013746,Tetany,spasmophilia
D013851,Thinness,underweight
D013851,Thinness,thinness
D014008,Tinea Pedis,tinea pedis
D014012,Tinnitus,tinnitus
D014012,Tinnitus,"tinnitus, subjective"
D014012,Tinnitus,"tinnitus, leudet"
D014012,Tinnitus,tinnitus of vascular origin
D014012,Tinnitus,"tinnitus, spontaneous oto-acoustic emission"
D014012,Tinnitus,"tinnitus, objective"
D014012,Tinnitus,"tinnitus, clicking"
D014012,Tinnitus,pulsatile tinnitus
D014012,Tinnitus,"tinnitus, tensor palatini induced"
D014012,Tinnitus,"tinnitus, tensor tympani induced"
D014012,Tinnitus,"tinnitus, noise induced"
D014098,Toothache,toothache
D014102,Torsion Abnormality,torsion abnormality
D014103,Torticollis,"torticollis, psychogenic"
D014103,Torticollis,torticollis
D014103,Torticollis,"torticollis, intermittent"
D014103,Torticollis,cervical dystonia
D014138,Tracheoesophageal Fistula,tracheoesophageal fistula
D014178,"Translocation, Genetic","translocation, genetic"
D014202,Tremor,resting tremor
D014202,Tremor,"tremor, neonatal"
D014202,Tremor,continuous tremor
D014202,Tremor,pill rolling tremor
D014202,Tremor,static tremor
D014202,Tremor,intermittent tremor
D014202,Tremor,"tremor, limb"
D014202,Tremor,saturnine tremor
D014202,Tremor,intention tremor
D014202,Tremor,"tremor, semirhythmic"
D014202,Tremor,persistent tremor
D014202,Tremor,massive tremor
D014202,Tremor,"tremor, nerve"
D014202,Tremor,"tremor, muscle"
D014202,Tremor,involuntary quiver
D014202,Tremor,"tremor, perioral"
D014202,Tremor,fine tremor
D014202,Tremor,senile tremor
D014202,Tremor,darkness tremor
D014202,Tremor,tremor
D014202,Tremor,coarse tremor
D014202,Tremor,passive tremor
D014202,Tremor,action tremor
D014313,Trismus,trismus
D014313,Trismus,masseter muscle spasm
D014313,Trismus,lockjaw
D014314,Trisomy,trisomy
D014314,Trisomy,partial trisomy
D014456,Ulcer,ulcer
D014474,Unconsciousness,unconsciousness
D014514,Ureteral Calculi,ureteral calculi
D014545,Urinary Calculi,urinary calculi
D014548,Urinary Fistula,urinary fistula
D014549,Urinary Incontinence,urinary incontinence
D014550,"Urinary Incontinence, Stress","urinary incontinence, stress"
D014592,Uterine Hemorrhage,vaginal bleeding
D014592,Uterine Hemorrhage,uterine hemorrhage
D014596,Uterine Prolapse,vaginal prolapse
D014596,Uterine Prolapse,uterine prolapse
D014624,Vaginal Fistula,vaginal fistula
D014693,Ventricular Fibrillation,ventricular fibrillation
D014717,Vertigo,"vertigo, peripheral"
D014717,Vertigo,positional vertigo
D014717,Vertigo,"vertigo, paroxysmal"
D014717,Vertigo,"vertigo, intermittant"
D014717,Vertigo,central nervous system origin vertigo
D014717,Vertigo,"vertigo, essential"
D014717,Vertigo,"vertigo, constant"
D014717,Vertigo,vertigo
D014717,Vertigo,"vertigo, brain stem"
D014719,Vesicovaginal Fistula,vesicovaginal fistula
D014766,Viremia,viremia
D014770,Virilism,virilism
D014770,Virilism,androgenization
D014782,Visceral Prolapse,visceral prolapse
D014786,Vision Disorders,micropsia
D014786,Vision Disorders,hemeralopia
D014786,Vision Disorders,metamorphopsia
D014786,Vision Disorders,vision disability
D014786,Vision Disorders,macropsia
D014786,Vision Disorders,vision disorders
D014786,Vision Disorders,visual impairment
D014823,Vitreous Hemorrhage,vitreous hemorrhage
D014826,Vocal Cord Paralysis,unilateral vocal cord paresis
D014826,Vocal Cord Paralysis,acquired vocal cord palsy
D014826,Vocal Cord Paralysis,"paralysis, unilateral, vocal cord"
D014826,Vocal Cord Paralysis,"laryngeal nerve palsy, recurrent"
D014826,Vocal Cord Paralysis,bilateral vocal cord paresis
D014826,Vocal Cord Paralysis,laryngeal paralysis
D014826,Vocal Cord Paralysis,partial paralysis (paresis) vocal cords
D014826,Vocal Cord Paralysis,congenital vocal cord palsy
D014826,Vocal Cord Paralysis,vocal cord paralysis
D014832,Voice Disorders,"voice disorder, neurologic"
D014832,Voice Disorders,voice disorders
D014832,Voice Disorders,voice fatigue
D014832,Voice Disorders,voice disturbance
D014839,Vomiting,vomiting
D014840,"Vomiting, Anticipatory","vomiting, anticipatory"
D014854,Lateral Medullary Syndrome,lateral medullary syndrome
D014855,Wallerian Degeneration,wallerian degeneration
D014884,Waterhouse-Friderichsen Syndrome,waterhouse-friderichsen syndrome
D014884,Waterhouse-Friderichsen Syndrome,meningococcal waterhouse-friderichsen syndrome
D014997,XYY Karyotype,xyy karyotype
D015160,Hydrops Fetalis,hydrops fetalis
D015160,Hydrops Fetalis,"hydrops fetalis, non-immune"
D015160,Hydrops Fetalis,immune hydrops fetalis
D015161,"Dementia, Multi-Infarct","dementia, multi-infarct"
D015161,"Dementia, Multi-Infarct",lacunar dementia
D015229,"Sexually Transmitted Diseases, Viral","sexually transmitted diseases, viral"
D015231,"Sexually Transmitted Diseases, Bacterial","sexually transmitted diseases, bacterial"
D015354,"Vision, Low","vision, low"
D015427,Reperfusion Injury,reperfusion injury
D015428,Myocardial Reperfusion Injury,myocardial reperfusion injury
D015430,Weight Gain,weight gain
D015431,Weight Loss,weight loss
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","leukemia, lymphocytic, chronic, b-cell"
D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","leukemia, myelogenous, chronic, bcr-abl positive"
D015465,"Leukemia, Myeloid, Accelerated Phase","leukemia, myeloid, accelerated phase"
D015466,"Leukemia, Myeloid, Chronic-Phase","leukemia, myeloid, chronic-phase"
D015467,"Leukemia, Neutrophilic, Chronic","leukemia, neutrophilic, chronic"
D015477,"Leukemia, Myelomonocytic, Chronic","leukemia, myelomonocytic, chronic"
D015494,Salivary Gland Calculi,salivary gland calculi
D015673,"Fatigue Syndrome, Chronic","fatigue syndrome, chronic"
D015745,"Granuloma, Foreign-Body","granuloma, foreign-body"
D015746,Abdominal Pain,abdominal pain
D015746,Abdominal Pain,colicky pain
D015769,"Granuloma, Respiratory Tract","granuloma, respiratory tract"
D015845,Tonic Pupil,"tonic pupil, local"
D015845,Tonic Pupil,tonic pupil
D015845,Tonic Pupil,"tonic pupil, neuropathic"
D015861,Retinal Neovascularization,retinal neovascularization
D015861,Retinal Neovascularization,sea fan neovascularization
D015861,Retinal Neovascularization,optic disc neovascularization
D015875,Anisocoria,anisocoria
D015875,Anisocoria,"anisocoria, physiologic"
D015877,Miosis,miosis
D016063,"Blood Loss, Surgical","blood loss, surgical"
D016154,Digestive System Fistula,digestive system fistula
D016155,Oral Fistula,oral fistula
D016156,Respiratory Tract Fistula,respiratory tract fistula
D016157,Vascular Fistula,vascular fistula
D016170,Accelerated Idioventricular Rhythm,accelerated idioventricular rhythm
D016171,Torsades de Pointes,torsades de pointes
D016459,Prosthesis-Related Infections,prosthesis-related infections
D016460,Granuloma Annulare,granuloma annulare
D016469,Fungemia,fungemia
D016470,Bacteremia,bacteremia
D016510,Corneal Neovascularization,corneal neovascularization
D016534,"Cardiac Output, High","cardiac output, high"
D016553,"Purpura, Thrombocytopenic, Idiopathic","purpura, thrombocytopenic, idiopathic"
D016638,Critical Illness,critical illness
D016672,Zenker Diverticulum,zenker diverticulum
D016672,Zenker Diverticulum,posterior pharyngeal pouch
D016710,Yin Deficiency,yin deficiency
D016711,Yang Deficiency,yang deficiency
D016724,"Empyema, Pleural","empyema, pleural"
D016757,"Death, Sudden, Cardiac",sudden cardiac arrest
D016757,"Death, Sudden, Cardiac","death, sudden, cardiac"
D016857,Hypocapnia,hypocapnia
D016918,"Arthritis, Reactive","arthritis, reactive"
D016918,"Arthritis, Reactive",reiter syndrome
D017036,Epilepsia Partialis Continua,chronic progressive epilepsia partialis continua
D017036,Epilepsia Partialis Continua,epilepsia partialis continua
D017109,"Akathisia, Drug-Induced","akathisia, tardive"
D017109,"Akathisia, Drug-Induced",pseudoakathisia
D017109,"Akathisia, Drug-Induced","akathisia, drug-induced"
D017116,Low Back Pain,"low back pain, postural"
D017116,Low Back Pain,"low back pain, mechanical"
D017116,Low Back Pain,"low back pain, recurrent"
D017116,Low Back Pain,low back pain
D017116,Low Back Pain,"low back pain, posterior compartment"
D017180,"Tachycardia, Ventricular",idiopathic ventricular tachycardia
D017180,"Tachycardia, Ventricular","tachycardia, ventricular"
D017180,"Tachycardia, Ventricular",nonsustained ventricular tachycardia
D017180,"Tachycardia, Ventricular",ventricular tachyarrhythmias
D017180,"Tachycardia, Ventricular",paroxysmal supraventricular tachycardia
D017246,"Ophthalmoplegia, Chronic Progressive External","ophthalmoplegia, chronic progressive external"
D017254,Leukemic Infiltration,leukemic infiltration
D017379,"Hypertrophy, Left Ventricular","hypertrophy, left ventricular"
D017380,"Hypertrophy, Right Ventricular","hypertrophy, right ventricular"
D017439,"Cicatrix, Hypertrophic","cicatrix, hypertrophic"
D017562,Postcholecystectomy Syndrome,postcholecystectomy syndrome
D017562,Postcholecystectomy Syndrome,postcholedochoduodenostomy syndrome
D017562,Postcholecystectomy Syndrome,postcholedochojejunostomy syndrome
D017562,Postcholecystectomy Syndrome,sump syndrome
D017562,Postcholecystectomy Syndrome,postcholedochostomy syndrome
D017574,Parasystole,parasystole
D017577,Cutaneous Fistula,cutaneous fistula
D017682,Myocardial Stunning,myocardial stunning
D017682,Myocardial Stunning,stunned myocardium
D017682,Myocardial Stunning,"hibernation, myocardial"
D017699,Pelvic Pain,pelvic pain
D017733,"Leukoplakia, Hairy","leukoplakia, hairy"
D017789,"Granuloma, Pyogenic","granuloma, pyogenic"
D017789,"Granuloma, Pyogenic",angiogranuloma
D017887,Ossification of Posterior Longitudinal Ligament,ossification of posterior longitudinal ligament
D018365,"Neoplasm, Residual",residual tumor
D018365,"Neoplasm, Residual",residual cancer
D018365,"Neoplasm, Residual","neoplasm, residual"
D018404,Isochromosomes,isochromosomes
D018437,Brown-Sequard Syndrome,brown-sequard's paralysis
D018437,Brown-Sequard Syndrome,brown-sequard syndrome
D018437,Brown-Sequard Syndrome,spastic spinal monoplegia syndrome
D018450,Disease Progression,disease exacerbation
D018450,Disease Progression,disease progression
D018450,Disease Progression,clinical course
D018458,Persistent Vegetative State,post-comatose unawareness state
D018458,Persistent Vegetative State,transient vegetative state
D018458,Persistent Vegetative State,post-traumatic vegetative state
D018458,Persistent Vegetative State,permanent vegetative state
D018458,Persistent Vegetative State,vegetative state
D018458,Persistent Vegetative State,prolonged post-traumatic unawareness
D018458,Persistent Vegetative State,minimally conscious state
D018458,Persistent Vegetative State,persistent vegetative state
D018476,Hypokinesia,hypodynamia
D018476,Hypokinesia,hypokinesia
D018476,Hypokinesia,"hypokinesia, antiorthostatic"
D018476,Hypokinesia,bradykinesia
D018489,Space Motion Sickness,space motion sickness
D018496,Hyperoxia,hyperoxia
D018512,Parasitemia,parasitemia
D018589,Gastroparesis,gastroparesis
D018614,Sweating Sickness,sweating sickness
D018746,Systemic Inflammatory Response Syndrome,systemic inflammatory response syndrome
D018771,Arthralgia,polyarthralgia
D018771,Arthralgia,arthralgia
D018805,Sepsis,severe sepsis
D018805,Sepsis,sepsis
D018805,Sepsis,pyemia
D018805,Sepsis,septicemia
D018879,Ventricular Premature Complexes,ventricular premature complexes
D018880,Atrial Premature Complexes,atrial premature complexes
D018886,"Aphasia, Conduction","aphasia, conduction"
D018888,"Aphasia, Primary Progressive","aphasia, primary progressive"
D018908,Muscle Weakness,muscle weakness
D019066,Facies,facies
D019080,Cafe-au-Lait Spots,cafe-au-lait spots
D019106,Postoperative Hemorrhage,postoperative hemorrhage
D019315,Retrobulbar Hemorrhage,retrobulbar hemorrhage
D019446,Endotoxemia,endotoxemia
D019457,Chromosome Breakage,chromosome breakage
D019457,Chromosome Breakage,chromosome breaks
D019462,"Syncope, Vasovagal","syncope, malignant neurocardiogenic"
D019462,"Syncope, Vasovagal","syncope, cerebral"
D019462,"Syncope, Vasovagal","syncope, vasovagal"
D019462,"Syncope, Vasovagal","syncope, supine"
D019547,Neck Pain,anterior cervical pain
D019547,Neck Pain,neck pain
D019547,Neck Pain,posterior cervical pain
D019569,Hemifacial Spasm,hemifacial myokymia
D019569,Hemifacial Spasm,hemifacial spasm
D019575,"Blindness, Cortical","blindness, cortical"
D019575,"Blindness, Cortical",anton syndrome
D019575,"Blindness, Cortical","blindness, cortical, transient"
D019575,"Blindness, Cortical","blindness, cortical, post-ictal"
D019584,Hot Flashes,hot flashes
D019588,"Aging, Premature","aging, premature"
D019591,Pseudophakia,pseudophakia
D019694,"Hepatitis B, Chronic","hepatitis b, chronic"
D019698,"Hepatitis C, Chronic","hepatitis c, chronic"
D019701,"Hepatitis D, Chronic","hepatitis d, chronic"
D019896,alpha 1-Antitrypsin Deficiency,alpha 1-antitrypsin deficiency
D019954,Neurobehavioral Manifestations,neurobehavioral manifestations
D020022,Genetic Predisposition to Disease,genetic predisposition to disease
D020047,Rectocele,rectocele
D020069,Shoulder Pain,shoulder pain
D020078,Neurogenic Inflammation,neurogenic inflammation
D020132,"Anticipation, Genetic","anticipation, genetic"
D020139,Gastroschisis,gastroschisis
D020145,Basal Ganglia Hemorrhage,basal ganglia hemorrhage
D020145,Basal Ganglia Hemorrhage,"hematoma, basal ganglia"
D020146,Putaminal Hemorrhage,putaminal hematoma
D020146,Putaminal Hemorrhage,putaminal hemorrhage
D020179,Jet Lag Syndrome,jet lag syndrome
D020199,"Hematoma, Subdural, Acute","hematoma, subdural, acute"
D020200,"Hematoma, Subdural, Chronic","hematoma, subdural, chronic"
D020208,"Brain Injury, Chronic","brain injury, chronic"
D020216,Carotid-Cavernous Sinus Fistula,traumatic carotid-cavernous sinus fistula
D020216,Carotid-Cavernous Sinus Fistula,carotid-cavernous sinus fistula
D020233,"Gait Disorders, Neurologic","gait, shuffling"
D020233,"Gait Disorders, Neurologic",rapid fatigue of gait
D020233,"Gait Disorders, Neurologic","gait, broadened"
D020233,"Gait Disorders, Neurologic","gait, hysterical"
D020233,"Gait Disorders, Neurologic",charcot gait
D020233,"Gait Disorders, Neurologic","gait, scissors"
D020233,"Gait Disorders, Neurologic","gait, athetotic"
D020233,"Gait Disorders, Neurologic","gait, drop foot"
D020233,"Gait Disorders, Neurologic","gait, rigid"
D020233,"Gait Disorders, Neurologic","gait, reeling"
D020233,"Gait Disorders, Neurologic","gait, frontal"
D020233,"Gait Disorders, Neurologic","gait disorders, neurologic"
D020233,"Gait Disorders, Neurologic","gait, widebased"
D020233,"Gait Disorders, Neurologic","gait, festinating"
D020233,"Gait Disorders, Neurologic","gait, unsteady"
D020233,"Gait Disorders, Neurologic",duck gait
D020233,"Gait Disorders, Neurologic","gait, stumbling"
D020233,"Gait Disorders, Neurologic",marche a petit pas
D020233,"Gait Disorders, Neurologic","gait, hemiplegic"
D020233,"Gait Disorders, Neurologic","gait disorder, sensorimotor"
D020233,"Gait Disorders, Neurologic","gait, spastic"
D020234,Gait Ataxia,gait ataxia
D020234,Gait Ataxia,cerebellar gait ataxia
D020234,Gait Ataxia,"gait ataxia, sensory"
D020235,Gait Apraxia,gait apraxia
D020235,Gait Apraxia,frontal gait apraxia
D020235,Gait Apraxia,bruns' apraxia of gait
D020236,"Amnesia, Transient Global","amnesia, transient global"
D020237,"Alexia, Pure","alexia, pure"
D020238,Prosopagnosia,"prosopagnosia, acquired"
D020238,Prosopagnosia,"prosopagnosia, developmental"
D020238,Prosopagnosia,prosopagnosia
D020240,"Apraxia, Ideomotor","apraxia, ideomotor"
D020243,"Infarction, Anterior Cerebral Artery","infarction, anterior cerebral artery"
D020243,"Infarction, Anterior Cerebral Artery",anterior cerebral artery syndrome
D020243,"Infarction, Anterior Cerebral Artery",heubner artery infarction
D020244,"Infarction, Middle Cerebral Artery","embolic infarction, middle cerebral artery"
D020244,"Infarction, Middle Cerebral Artery",middle cerebral artery syndrome
D020244,"Infarction, Middle Cerebral Artery",right middle cerebral artery infarction
D020244,"Infarction, Middle Cerebral Artery",middle cerebral artery occlusion
D020244,"Infarction, Middle Cerebral Artery",left middle cerebral artery infarction
D020244,"Infarction, Middle Cerebral Artery","infarction, middle cerebral artery"
D020244,"Infarction, Middle Cerebral Artery",middle cerebral artery embolus
D020244,"Infarction, Middle Cerebral Artery",middle cerebral artery thrombosis
D020244,"Infarction, Middle Cerebral Artery","thrombotic infarction, middle cerebral artery"
D020250,Postoperative Nausea and Vomiting,postoperative nausea and vomiting
D020250,Postoperative Nausea and Vomiting,postoperative nausea
D020250,Postoperative Nausea and Vomiting,"vomiting, postoperative"
D020256,Choroidal Neovascularization,choroidal neovascularization
D020257,Ventricular Remodeling,ventricular remodeling
D020257,Ventricular Remodeling,left ventricle remodeling
D020270,Alcohol Withdrawal Seizures,alcohol withdrawal-induced major motor seizure
D020270,Alcohol Withdrawal Seizures,alcohol withdrawal seizures
D020270,Alcohol Withdrawal Seizures,"status epilepticus, alcohol withdrawal-induced"
D020275,Guillain-Barre Syndrome,acute inflammatory demyelinating polyneuropathy
D020275,Guillain-Barre Syndrome,"guillain-barre syndrome, familial"
D020275,Guillain-Barre Syndrome,guillain-barre syndrome
D020275,Guillain-Barre Syndrome,acute autoimmune neuropathy
D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating","polyradiculoneuropathy, chronic inflammatory demyelinating"
D020300,Intracranial Hemorrhages,posterior fossa hemorrhage
D020300,Intracranial Hemorrhages,brain hemorrhage
D020300,Intracranial Hemorrhages,intracranial hemorrhages
D020323,Tics,"tic, vocal"
D020323,Tics,"tic, motor"
D020323,Tics,"tic, transient"
D020323,Tics,"tic, gestural"
D020323,Tics,tics
D020324,"Amnesia, Anterograde","amnesia, anterograde"
D020324,"Amnesia, Anterograde",post-ictal memory loss
D020335,Paraparesis,"paraparesis, hypotonic"
D020335,Paraparesis,"paraparesis, cerebral"
D020335,Paraparesis,paraparesis
D020335,Paraparesis,"paraparesis, spinal"
D020335,Paraparesis,"paraparesis, chronic progressive"
D020336,"Paraparesis, Spastic","paraparesis, spastic"
D020347,Lithiasis,lithiasis
D020385,Myokymia,"myokymia, generalized"
D020385,Myokymia,myokymia
D020520,Brain Infarction,anterior cerebral circulation infarction
D020520,Brain Infarction,"venous infarction, brain"
D020520,Brain Infarction,anterior circulation brain infarction
D020520,Brain Infarction,"brain infarction, posterior circulation"
D020520,Brain Infarction,brain infarction
D020526,Brain Stem Infarctions,claude syndrome
D020526,Brain Stem Infarctions,weber syndrome
D020526,Brain Stem Infarctions,millard-gublar syndrome
D020526,Brain Stem Infarctions,top of the basilar syndrome
D020526,Brain Stem Infarctions,foville syndrome
D020526,Brain Stem Infarctions,benedict syndrome
D020526,Brain Stem Infarctions,brain stem infarctions
D020528,"Multiple Sclerosis, Chronic Progressive","multiple sclerosis, secondary progressive"
D020528,"Multiple Sclerosis, Chronic Progressive","multiple sclerosis, chronic progressive"
D020528,"Multiple Sclerosis, Chronic Progressive","multiple sclerosis, primary progressive"
D020528,"Multiple Sclerosis, Chronic Progressive","multiple sclerosis, progressive relapsing"
D020567,Fetal Weight,fetal weight
D020757,Amaurosis Fugax,amaurosis fugax
D020762,"Infarction, Posterior Cerebral Artery","embolic infarction, posterior cerebral artery"
D020762,"Infarction, Posterior Cerebral Artery",posterior cerebral artery syndrome
D020762,"Infarction, Posterior Cerebral Artery","thrombotic infarction, posterior cerebral artery"
D020762,"Infarction, Posterior Cerebral Artery","infarction, posterior cerebral artery"
D020763,"Pathological Conditions, Anatomical","pathological conditions, anatomical"
D020792,Salivary Calculi,salivary calculi
D020795,Photophobia,photophobia
D020820,Dyskinesias,dyskinesias
D020820,Dyskinesias,oral dyskinesia
D020820,Dyskinesias,asterixis
D020820,Dyskinesias,hemiballismus
D020820,Dyskinesias,ballismus
D020820,Dyskinesias,involuntary movements
D020820,Dyskinesias,orofacial dyskinesia
D020828,Pseudobulbar Palsy,pseudobulbar palsy
D020828,Pseudobulbar Palsy,"dysarthria, pseudobulbar"
D020828,Pseudobulbar Palsy,pseudobulbar mutism
D020879,Neuromuscular Manifestations,neuromuscular manifestations
D020879,Neuromuscular Manifestations,muscle disease manifestations
D020886,Somatosensory Disorders,"impairment, light touch sensation"
D020886,Somatosensory Disorders,proprioceptive disorders
D020886,Somatosensory Disorders,position sense disorders
D020886,Somatosensory Disorders,pinprick sensation diminished
D020886,Somatosensory Disorders,somatosensory disorders
D020886,Somatosensory Disorders,thermal sensation disorders
D020886,Somatosensory Disorders,pain sensation diminished
D020896,Hypovolemia,hypovolemia
D020896,Hypovolemia,hypovolemic
D020915,Korsakoff Syndrome,korsakoff syndrome
D020924,Urological Manifestations,urological manifestations
D020925,"Hypoxia-Ischemia, Brain",hypoxic-ischemic encephalopathy
D020925,"Hypoxia-Ischemia, Brain","anoxia-ischemia, brain"
D020925,"Hypoxia-Ischemia, Brain","hypoxia-ischemia, brain"
D020925,"Hypoxia-Ischemia, Brain",anoxic-ischemic encephalopathy
D020925,"Hypoxia-Ischemia, Brain",cerebral hypoxia-ischemia
D020925,"Hypoxia-Ischemia, Brain","anoxia-ischemia, cerebral"
D020964,Embryo Loss,embryo loss
D020964,Embryo Loss,embryo resorption
D020964,Embryo Loss,embryo death
D020964,Embryo Loss,blastocyst disintegration
D020964,Embryo Loss,embryo disintegration
D020969,Disease Attributes,disease attributes
D021501,Flank Pain,left flank pain
D021501,Flank Pain,flank pain
D021501,Flank Pain,right flank pain
D021821,"Communicable Diseases, Emerging","communicable diseases, reemerging"
D021821,"Communicable Diseases, Emerging","communicable diseases, emerging"
D022124,Hyperammonemia,hyperammonemia
D023341,Chills,chills
D024182,Uniparental Disomy,uniparental isodisomy
D024182,Uniparental Disomy,uniparental heterodisomy
D024182,Uniparental Disomy,uniparental disomy
D029424,"Pulmonary Disease, Chronic Obstructive","airflow obstruction, chronic"
D029424,"Pulmonary Disease, Chronic Obstructive","pulmonary disease, chronic obstructive"
D029481,"Bronchitis, Chronic","bronchitis, chronic"
D029597,Romano-Ward Syndrome,romano-ward syndrome
D030361,Papillomavirus Infections,human papillomavirus infection
D030361,Papillomavirus Infections,papillomavirus infections
D031941,"Hemorrhagic Septicemia, Viral","hemorrhagic septicemia, viral"
D033461,Hyperuricemia,hyperuricemia
D034081,"Wasting Disease, Chronic","wasting disease, chronic"
D034321,Hyperamylasemia,hyperamylasemia
D034321,Hyperamylasemia,macroamylasemia
D034381,Hearing Loss,"deafness, transitory"
D034381,Hearing Loss,hearing loss
D035583,Rare Diseases,orphan diseases
D035583,Rare Diseases,rare diseases
D037061,Metatarsalgia,metatarsalgia
D041781,"Jaundice, Obstructive","jaundice, obstructive"
D042822,Genomic Instability,genomic stability
D042822,Genomic Instability,genomic instability
D042882,Gallstones,gallstones
D042882,Gallstones,common bile duct calculi
D043171,Chromosomal Instability,chromosomal instability
D043171,Chromosomal Instability,chromosome stability
D045262,Reticulocytosis,reticulocytosis
D045822,Intestinal Volvulus,intestinal volvulus
D046088,"Hearing Loss, Unilateral","hearing loss, unilateral"
D046088,"Hearing Loss, Unilateral","deafness, unilateral"
D046089,"Hearing Loss, Mixed Conductive-Sensorineural","hearing loss, mixed conductive-sensorineural"
D046449,"Hernia, Abdominal","hernia, abdominal"
D046589,CADASIL,cadasil
D046589,CADASIL,cadasilm
D046608,Synkinesis,synkinesis
D046648,"Hematoma, Subdural, Intracranial","intracranial subdural hematoma, traumatic"
D046648,"Hematoma, Subdural, Intracranial","hematoma, subdural, intracranial"
D046649,"Hematoma, Subdural, Spinal","hematoma, subdural, spinal"
D046649,"Hematoma, Subdural, Spinal",traumatic spinal subdural hematoma
D046748,"Hematoma, Epidural, Spinal","hematoma, epidural, spinal"
D048629,"Micronuclei, Chromosome-Defective","micronuclei, chromosome-defective"
D048629,"Micronuclei, Chromosome-Defective","micronuclei, genotoxicant-induced"
D048949,Labor Pain,labor pain
D048968,Morning Sickness,morning sickness
D049291,Seroma,seroma
D049292,Leukoaraiosis,leukoaraiosis
D050030,Andersen Syndrome,andersen syndrome
D050177,Overweight,overweight
D050497,Stillbirth,stillbirth
D050500,"Pancreatitis, Chronic","pancreatitis, chronic"
D051261,"Granulomatosis, Orofacial","granulomatosis, orofacial"
D051346,Mobility Limitation,ambulation difficulty
D051346,Mobility Limitation,mobility limitation
D051436,"Renal Insufficiency, Chronic",chronic kidney diseases
D051436,"Renal Insufficiency, Chronic","renal insufficiency, chronic"
D051474,"Neuralgia, Postherpetic","neuralgia, postherpetic"
D051556,"Hyperbilirubinemia, Neonatal","indirect hyperbilirubinemia, neonatal"
D051556,"Hyperbilirubinemia, Neonatal","direct hyperbilirubinemia, neonatal"
D051556,"Hyperbilirubinemia, Neonatal","hyperbilirubinemia, neonatal"
D051799,Delayed Graft Function,delayed graft function
D052159,Frasier Syndrome,frasier syndrome
D052245,Usher Syndromes,"usher syndrome, type iii"
D052245,Usher Syndromes,"usher syndrome, type i"
D052245,Usher Syndromes,"usher syndrome, type ii"
D052245,Usher Syndromes,usher syndromes
D052858,Cystocele,cystocele
D052879,Subacute Combined Degeneration,subacute combined degeneration
D053099,Azotemia,azotemia
D053120,Respiratory Aspiration,respiratory aspiration
D053120,Respiratory Aspiration,foreign body aspiration
D053158,Nocturia,nocturia
D053159,Dysuria,dysuria
D053201,"Urinary Bladder, Overactive","urinary bladder, overactive"
D053201,"Urinary Bladder, Overactive",overactive detrusor
D053202,"Urinary Incontinence, Urge","urinary incontinence, urge"
D053447,Channelopathies,channelopathies
D053448,Prostatism,prostatism
D053565,Hypercalciuria,hypercalciuria
D053584,Urinoma,urinoma
D053591,"Pain, Referred","pain, referred"
