mesh_ui,canonical,synonym
D007897,"Leishmaniasis, Mucocutaneous","leishmaniasis, mucocutaneous"
D007898,"Leishmaniasis, Visceral","leishmaniasis, visceral"
D007905,Lens Diseases,lens diseases
D007906,Lens Subluxation,lens subluxation
D007906,Lens Subluxation,lens dislocation and subluxation
D007906,Lens Subluxation,lens dislocation
D007911,Lentigo,lentigo
D007918,Leprosy,leprosy
D007922,Leptospirosis,swineherd's disease
D007922,Leptospirosis,mud fever
D007922,Leptospirosis,canicola fever
D007922,Leptospirosis,leptospirosis
D007925,Leriche Syndrome,leriche syndrome
D007926,Lesch-Nyhan Syndrome,lesch-nyhan syndrome
D007938,Leukemia,leukemia
D007939,Leukemia L1210,leukemia l1210
D007940,Leukemia L5178,leukemia l5178
D007941,Leukemia P388,leukemia p388
D007942,"Leukemia, Experimental","leukemia, experimental"
D007943,"Leukemia, Hairy Cell","leukemia, hairy cell"
D007945,"Leukemia, Lymphoid","leukemia, lymphoid"
D007946,"Leukemia, Mast-Cell","leukemia, mast-cell"
D007947,"Leukemia, Megakaryoblastic, Acute","leukemia, megakaryoblastic, acute"
D007948,"Leukemia, Monocytic, Acute","leukemia, monocytic, acute"
D007951,"Leukemia, Myeloid","leukemia, monocytic, chronic"
D007951,"Leukemia, Myeloid","leukemia, myeloid"
D007952,"Leukemia, Plasma Cell","leukemia, plasma cell"
D007953,"Leukemia, Radiation-Induced","leukemia, radiation-induced"
D007955,Leukemoid Reaction,leukemoid reaction
D007960,Leukocyte Disorders,leukocyte disorders
D007964,Leukocytosis,pleocytosis
D007964,Leukocytosis,leukocytosis
D007965,"Leukodystrophy, Globoid Cell","leukodystrophy, globoid cell"
D007965,"Leukodystrophy, Globoid Cell",late-onset globoid cell leukodystrophy
D007965,"Leukodystrophy, Globoid Cell",early-onset globoid cell leukodystrophy
D007966,"Leukodystrophy, Metachromatic","leukodystrophy, metachromatic, juvenile"
D007966,"Leukodystrophy, Metachromatic","metachromatic leukodystrophy, infant"
D007966,"Leukodystrophy, Metachromatic","leukodystrophy, metachromatic"
D007966,"Leukodystrophy, Metachromatic","leukodystrophy, metachromatic, adult"
D007966,"Leukodystrophy, Metachromatic",arylsulfatase a deficiency
D007967,"Leukoedema, Oral","leukoedema, oral"
D007968,"Leukoencephalopathy, Progressive Multifocal","leukoencephalopathy, progressive multifocal"
D007969,"Leukomalacia, Periventricular",cystic periventricular leukomalacia
D007969,"Leukomalacia, Periventricular",neonatal cerebral leukomalacia
D007969,"Leukomalacia, Periventricular","leukomalacia, periventricular"
D007970,Leukopenia,leukopenia
D007971,Leukoplakia,leukoplakia
D007971,Leukoplakia,leukokeratosis
D007972,"Leukoplakia, Oral","leukoplakia, oral"
D007973,Leukorrhea,leukorrhea
D007979,Levocardia,levocardia
D007984,Leydig Cell Tumor,leydig cell tumor
D008010,Lichen Planus,lichen planopilaris
D008010,Lichen Planus,cutaneous lichen planus
D008010,Lichen Planus,mucosal lichen planus
D008010,Lichen Planus,lichen planus
